,actual_kwh,actual_temperature,date,time,dow,month
2013-11-22 16:45:00-08:00,105.9,,2013-11-22,16:45:00,4,11
2013-11-22 17:00:00-08:00,103.2,66.9,2013-11-22,17:00:00,4,11
2013-11-22 17:15:00-08:00,103.8,,2013-11-22,17:15:00,4,11
2013-11-22 17:30:00-08:00,99.9,,2013-11-22,17:30:00,4,11
2013-11-22 17:45:00-08:00,97.8,,2013-11-22,17:45:00,4,11
2013-11-22 18:00:00-08:00,99.0,61.0,2013-11-22,18:00:00,4,11
2013-11-22 18:15:00-08:00,74.4,,2013-11-22,18:15:00,4,11
2013-11-22 18:30:00-08:00,69.0,,2013-11-22,18:30:00,4,11
2013-11-22 18:45:00-08:00,72.0,,2013-11-22,18:45:00,4,11
2013-11-22 19:00:00-08:00,70.8,69.1,2013-11-22,19:00:00,4,11
2013-11-22 19:15:00-08:00,64.8,,2013-11-22,19:15:00,4,11
2013-11-22 19:30:00-08:00,61.2,,2013-11-22,19:30:00,4,11
2013-11-22 19:45:00-08:00,62.7,,2013-11-22,19:45:00,4,11
2013-11-22 20:00:00-08:00,61.5,63.0,2013-11-22,20:00:00,4,11
2013-11-22 20:15:00-08:00,63.0,,2013-11-22,20:15:00,4,11
2013-11-22 20:30:00-08:00,63.6,,2013-11-22,20:30:00,4,11
2013-11-22 20:45:00-08:00,63.9,,2013-11-22,20:45:00,4,11
2013-11-22 21:00:00-08:00,62.1,62.1,2013-11-22,21:00:00,4,11
2013-11-22 21:15:00-08:00,64.5,,2013-11-22,21:15:00,4,11
2013-11-22 21:30:00-08:00,62.7,,2013-11-22,21:30:00,4,11
2013-11-22 21:45:00-08:00,61.2,,2013-11-22,21:45:00,4,11
2013-11-22 22:00:00-08:00,61.2,60.1,2013-11-22,22:00:00,4,11
2013-11-22 22:15:00-08:00,60.3,,2013-11-22,22:15:00,4,11
2013-11-22 22:30:00-08:00,57.9,,2013-11-22,22:30:00,4,11
2013-11-22 22:45:00-08:00,61.5,,2013-11-22,22:45:00,4,11
2013-11-22 23:00:00-08:00,59.1,59.0,2013-11-22,23:00:00,4,11
2013-11-22 23:15:00-08:00,59.7,,2013-11-22,23:15:00,4,11
2013-11-22 23:30:00-08:00,59.7,,2013-11-22,23:30:00,4,11
2013-11-22 23:45:00-08:00,57.9,,2013-11-22,23:45:00,4,11
2013-11-23 00:00:00-08:00,61.8,60.1,2013-11-23,00:00:00,5,11
2013-11-23 00:15:00-08:00,58.2,,2013-11-23,00:15:00,5,11
2013-11-23 00:30:00-08:00,59.4,,2013-11-23,00:30:00,5,11
2013-11-23 00:45:00-08:00,58.5,,2013-11-23,00:45:00,5,11
2013-11-23 01:00:00-08:00,57.0,59.0,2013-11-23,01:00:00,5,11
2013-11-23 01:15:00-08:00,57.3,,2013-11-23,01:15:00,5,11
2013-11-23 01:30:00-08:00,59.1,,2013-11-23,01:30:00,5,11
2013-11-23 01:45:00-08:00,56.7,,2013-11-23,01:45:00,5,11
2013-11-23 02:00:00-08:00,55.2,57.0,2013-11-23,02:00:00,5,11
2013-11-23 02:15:00-08:00,57.0,,2013-11-23,02:15:00,5,11
2013-11-23 02:30:00-08:00,54.9,,2013-11-23,02:30:00,5,11
2013-11-23 02:45:00-08:00,52.8,,2013-11-23,02:45:00,5,11
2013-11-23 03:00:00-08:00,54.6,53.1,2013-11-23,03:00:00,5,11
2013-11-23 03:15:00-08:00,55.2,,2013-11-23,03:15:00,5,11
2013-11-23 03:30:00-08:00,51.9,,2013-11-23,03:30:00,5,11
2013-11-23 03:45:00-08:00,54.3,,2013-11-23,03:45:00,5,11
2013-11-23 04:00:00-08:00,54.9,52.0,2013-11-23,04:00:00,5,11
2013-11-23 04:15:00-08:00,52.2,,2013-11-23,04:15:00,5,11
2013-11-23 04:30:00-08:00,53.4,,2013-11-23,04:30:00,5,11
2013-11-23 04:45:00-08:00,55.2,,2013-11-23,04:45:00,5,11
2013-11-23 05:00:00-08:00,54.6,55.9,2013-11-23,05:00:00,5,11
2013-11-23 05:15:00-08:00,52.2,,2013-11-23,05:15:00,5,11
2013-11-23 05:30:00-08:00,52.8,,2013-11-23,05:30:00,5,11
2013-11-23 05:45:00-08:00,55.8,,2013-11-23,05:45:00,5,11
2013-11-23 06:00:00-08:00,55.2,57.0,2013-11-23,06:00:00,5,11
2013-11-23 06:15:00-08:00,51.6,,2013-11-23,06:15:00,5,11
2013-11-23 06:30:00-08:00,54.9,,2013-11-23,06:30:00,5,11
2013-11-23 06:45:00-08:00,54.3,,2013-11-23,06:45:00,5,11
2013-11-23 07:00:00-08:00,53.1,52.0,2013-11-23,07:00:00,5,11
2013-11-23 07:15:00-08:00,54.0,,2013-11-23,07:15:00,5,11
2013-11-23 07:30:00-08:00,52.5,,2013-11-23,07:30:00,5,11
2013-11-23 07:45:00-08:00,48.9,,2013-11-23,07:45:00,5,11
2013-11-23 08:00:00-08:00,52.2,54.0,2013-11-23,08:00:00,5,11
2013-11-23 08:15:00-08:00,51.6,,2013-11-23,08:15:00,5,11
2013-11-23 08:30:00-08:00,49.5,,2013-11-23,08:30:00,5,11
2013-11-23 08:45:00-08:00,50.7,,2013-11-23,08:45:00,5,11
2013-11-23 09:00:00-08:00,52.2,54.0,2013-11-23,09:00:00,5,11
2013-11-23 09:15:00-08:00,50.4,,2013-11-23,09:15:00,5,11
2013-11-23 09:30:00-08:00,52.5,,2013-11-23,09:30:00,5,11
2013-11-23 09:45:00-08:00,50.1,,2013-11-23,09:45:00,5,11
2013-11-23 10:00:00-08:00,52.5,57.0,2013-11-23,10:00:00,5,11
2013-11-23 10:15:00-08:00,52.8,,2013-11-23,10:15:00,5,11
2013-11-23 10:30:00-08:00,51.3,,2013-11-23,10:30:00,5,11
2013-11-23 10:45:00-08:00,52.5,,2013-11-23,10:45:00,5,11
2013-11-23 11:00:00-08:00,51.3,59.0,2013-11-23,11:00:00,5,11
2013-11-23 11:15:00-08:00,53.7,,2013-11-23,11:15:00,5,11
2013-11-23 11:30:00-08:00,52.5,,2013-11-23,11:30:00,5,11
2013-11-23 11:45:00-08:00,53.4,,2013-11-23,11:45:00,5,11
2013-11-23 12:00:00-08:00,53.1,61.0,2013-11-23,12:00:00,5,11
2013-11-23 12:15:00-08:00,52.5,,2013-11-23,12:15:00,5,11
2013-11-23 12:30:00-08:00,51.6,,2013-11-23,12:30:00,5,11
2013-11-23 12:45:00-08:00,53.7,,2013-11-23,12:45:00,5,11
2013-11-23 13:00:00-08:00,52.5,64.0,2013-11-23,13:00:00,5,11
2013-11-23 13:15:00-08:00,51.9,,2013-11-23,13:15:00,5,11
2013-11-23 13:30:00-08:00,54.3,,2013-11-23,13:30:00,5,11
2013-11-23 13:45:00-08:00,52.2,,2013-11-23,13:45:00,5,11
2013-11-23 14:00:00-08:00,52.5,64.0,2013-11-23,14:00:00,5,11
2013-11-23 14:15:00-08:00,51.3,,2013-11-23,14:15:00,5,11
2013-11-23 14:30:00-08:00,53.7,,2013-11-23,14:30:00,5,11
2013-11-23 14:45:00-08:00,49.8,,2013-11-23,14:45:00,5,11
2013-11-23 15:00:00-08:00,54.9,64.0,2013-11-23,15:00:00,5,11
2013-11-23 15:15:00-08:00,53.7,,2013-11-23,15:15:00,5,11
2013-11-23 15:30:00-08:00,52.5,,2013-11-23,15:30:00,5,11
2013-11-23 15:45:00-08:00,52.5,,2013-11-23,15:45:00,5,11
2013-11-23 16:00:00-08:00,54.3,64.0,2013-11-23,16:00:00,5,11
2013-11-23 16:15:00-08:00,51.0,,2013-11-23,16:15:00,5,11
2013-11-23 16:30:00-08:00,53.1,,2013-11-23,16:30:00,5,11
2013-11-23 16:45:00-08:00,51.6,,2013-11-23,16:45:00,5,11
2013-11-23 17:00:00-08:00,56.1,62.1,2013-11-23,17:00:00,5,11
2013-11-23 17:15:00-08:00,54.0,,2013-11-23,17:15:00,5,11
2013-11-23 17:30:00-08:00,57.9,,2013-11-23,17:30:00,5,11
2013-11-23 17:45:00-08:00,59.1,,2013-11-23,17:45:00,5,11
2013-11-23 18:00:00-08:00,56.7,60.1,2013-11-23,18:00:00,5,11
2013-11-23 18:15:00-08:00,59.1,,2013-11-23,18:15:00,5,11
2013-11-23 18:30:00-08:00,56.7,,2013-11-23,18:30:00,5,11
2013-11-23 18:45:00-08:00,58.8,,2013-11-23,18:45:00,5,11
2013-11-23 19:00:00-08:00,59.7,59.0,2013-11-23,19:00:00,5,11
2013-11-23 19:15:00-08:00,57.6,,2013-11-23,19:15:00,5,11
2013-11-23 19:30:00-08:00,56.7,,2013-11-23,19:30:00,5,11
2013-11-23 19:45:00-08:00,53.7,,2013-11-23,19:45:00,5,11
2013-11-23 20:00:00-08:00,58.2,57.0,2013-11-23,20:00:00,5,11
2013-11-23 20:15:00-08:00,56.7,,2013-11-23,20:15:00,5,11
2013-11-23 20:30:00-08:00,55.8,,2013-11-23,20:30:00,5,11
2013-11-23 20:45:00-08:00,55.8,,2013-11-23,20:45:00,5,11
2013-11-23 21:00:00-08:00,55.5,55.9,2013-11-23,21:00:00,5,11
2013-11-23 21:15:00-08:00,56.7,,2013-11-23,21:15:00,5,11
2013-11-23 21:30:00-08:00,54.9,,2013-11-23,21:30:00,5,11
2013-11-23 21:45:00-08:00,57.0,,2013-11-23,21:45:00,5,11
2013-11-23 22:00:00-08:00,54.0,53.1,2013-11-23,22:00:00,5,11
2013-11-23 22:15:00-08:00,56.1,,2013-11-23,22:15:00,5,11
2013-11-23 22:30:00-08:00,56.7,,2013-11-23,22:30:00,5,11
2013-11-23 22:45:00-08:00,56.1,,2013-11-23,22:45:00,5,11
2013-11-23 23:00:00-08:00,55.2,52.0,2013-11-23,23:00:00,5,11
2013-11-23 23:15:00-08:00,54.6,,2013-11-23,23:15:00,5,11
2013-11-23 23:30:00-08:00,57.0,,2013-11-23,23:30:00,5,11
2013-11-23 23:45:00-08:00,54.3,,2013-11-23,23:45:00,5,11
2013-11-24 00:00:00-08:00,55.5,51.1,2013-11-24,00:00:00,6,11
2013-11-24 00:15:00-08:00,57.6,,2013-11-24,00:15:00,6,11
2013-11-24 00:30:00-08:00,54.0,,2013-11-24,00:30:00,6,11
2013-11-24 00:45:00-08:00,54.6,,2013-11-24,00:45:00,6,11
2013-11-24 01:00:00-08:00,57.9,48.9,2013-11-24,01:00:00,6,11
2013-11-24 01:15:00-08:00,54.6,,2013-11-24,01:15:00,6,11
2013-11-24 01:30:00-08:00,54.9,,2013-11-24,01:30:00,6,11
2013-11-24 01:45:00-08:00,55.8,,2013-11-24,01:45:00,6,11
2013-11-24 02:00:00-08:00,56.4,48.9,2013-11-24,02:00:00,6,11
2013-11-24 02:15:00-08:00,53.7,,2013-11-24,02:15:00,6,11
2013-11-24 02:30:00-08:00,54.9,,2013-11-24,02:30:00,6,11
2013-11-24 02:45:00-08:00,57.0,,2013-11-24,02:45:00,6,11
2013-11-24 03:00:00-08:00,54.0,48.0,2013-11-24,03:00:00,6,11
2013-11-24 03:15:00-08:00,55.2,,2013-11-24,03:15:00,6,11
2013-11-24 03:30:00-08:00,54.9,,2013-11-24,03:30:00,6,11
2013-11-24 03:45:00-08:00,54.6,,2013-11-24,03:45:00,6,11
2013-11-24 04:00:00-08:00,54.9,45.0,2013-11-24,04:00:00,6,11
2013-11-24 04:15:00-08:00,52.8,,2013-11-24,04:15:00,6,11
2013-11-24 04:30:00-08:00,53.7,,2013-11-24,04:30:00,6,11
2013-11-24 04:45:00-08:00,55.8,,2013-11-24,04:45:00,6,11
2013-11-24 05:00:00-08:00,54.0,46.9,2013-11-24,05:00:00,6,11
2013-11-24 05:15:00-08:00,52.2,,2013-11-24,05:15:00,6,11
2013-11-24 05:30:00-08:00,56.1,,2013-11-24,05:30:00,6,11
2013-11-24 05:45:00-08:00,54.3,,2013-11-24,05:45:00,6,11
2013-11-24 06:00:00-08:00,52.2,46.9,2013-11-24,06:00:00,6,11
2013-11-24 06:15:00-08:00,56.1,,2013-11-24,06:15:00,6,11
2013-11-24 06:30:00-08:00,52.8,,2013-11-24,06:30:00,6,11
2013-11-24 06:45:00-08:00,53.4,,2013-11-24,06:45:00,6,11
2013-11-24 07:00:00-08:00,55.5,48.0,2013-11-24,07:00:00,6,11
2013-11-24 07:15:00-08:00,52.2,,2013-11-24,07:15:00,6,11
2013-11-24 07:30:00-08:00,51.9,,2013-11-24,07:30:00,6,11
2013-11-24 07:45:00-08:00,51.6,,2013-11-24,07:45:00,6,11
2013-11-24 08:00:00-08:00,49.5,48.9,2013-11-24,08:00:00,6,11
2013-11-24 08:15:00-08:00,50.4,,2013-11-24,08:15:00,6,11
2013-11-24 08:30:00-08:00,52.2,,2013-11-24,08:30:00,6,11
2013-11-24 08:45:00-08:00,49.5,,2013-11-24,08:45:00,6,11
2013-11-24 09:00:00-08:00,51.3,52.0,2013-11-24,09:00:00,6,11
2013-11-24 09:15:00-08:00,51.6,,2013-11-24,09:15:00,6,11
2013-11-24 09:30:00-08:00,49.8,,2013-11-24,09:30:00,6,11
2013-11-24 09:45:00-08:00,53.1,,2013-11-24,09:45:00,6,11
2013-11-24 10:00:00-08:00,51.3,54.0,2013-11-24,10:00:00,6,11
2013-11-24 10:15:00-08:00,53.1,,2013-11-24,10:15:00,6,11
2013-11-24 10:30:00-08:00,51.9,,2013-11-24,10:30:00,6,11
2013-11-24 10:45:00-08:00,53.7,,2013-11-24,10:45:00,6,11
2013-11-24 11:00:00-08:00,51.0,54.0,2013-11-24,11:00:00,6,11
2013-11-24 11:15:00-08:00,54.9,,2013-11-24,11:15:00,6,11
2013-11-24 11:30:00-08:00,51.6,,2013-11-24,11:30:00,6,11
2013-11-24 11:45:00-08:00,53.7,,2013-11-24,11:45:00,6,11
2013-11-24 12:00:00-08:00,53.1,55.0,2013-11-24,12:00:00,6,11
2013-11-24 12:15:00-08:00,53.1,,2013-11-24,12:15:00,6,11
2013-11-24 12:30:00-08:00,52.5,,2013-11-24,12:30:00,6,11
2013-11-24 12:45:00-08:00,51.9,,2013-11-24,12:45:00,6,11
2013-11-24 13:00:00-08:00,55.2,57.0,2013-11-24,13:00:00,6,11
2013-11-24 13:15:00-08:00,52.2,,2013-11-24,13:15:00,6,11
2013-11-24 13:30:00-08:00,53.4,,2013-11-24,13:30:00,6,11
2013-11-24 13:45:00-08:00,52.5,,2013-11-24,13:45:00,6,11
2013-11-24 14:00:00-08:00,54.0,59.0,2013-11-24,14:00:00,6,11
2013-11-24 14:15:00-08:00,51.0,,2013-11-24,14:15:00,6,11
2013-11-24 14:30:00-08:00,53.7,,2013-11-24,14:30:00,6,11
2013-11-24 14:45:00-08:00,54.0,,2013-11-24,14:45:00,6,11
2013-11-24 15:00:00-08:00,51.9,59.0,2013-11-24,15:00:00,6,11
2013-11-24 15:15:00-08:00,52.8,,2013-11-24,15:15:00,6,11
2013-11-24 15:30:00-08:00,51.0,,2013-11-24,15:30:00,6,11
2013-11-24 15:45:00-08:00,54.0,,2013-11-24,15:45:00,6,11
2013-11-24 16:00:00-08:00,52.2,59.0,2013-11-24,16:00:00,6,11
2013-11-24 16:15:00-08:00,52.8,,2013-11-24,16:15:00,6,11
2013-11-24 16:30:00-08:00,52.2,,2013-11-24,16:30:00,6,11
2013-11-24 16:45:00-08:00,52.2,,2013-11-24,16:45:00,6,11
2013-11-24 17:00:00-08:00,54.0,59.0,2013-11-24,17:00:00,6,11
2013-11-24 17:15:00-08:00,56.1,,2013-11-24,17:15:00,6,11
2013-11-24 17:30:00-08:00,56.7,,2013-11-24,17:30:00,6,11
2013-11-24 17:45:00-08:00,54.9,,2013-11-24,17:45:00,6,11
2013-11-24 18:00:00-08:00,56.7,55.9,2013-11-24,18:00:00,6,11
2013-11-24 18:15:00-08:00,55.5,,2013-11-24,18:15:00,6,11
2013-11-24 18:30:00-08:00,56.1,,2013-11-24,18:30:00,6,11
2013-11-24 18:45:00-08:00,56.1,,2013-11-24,18:45:00,6,11
2013-11-24 19:00:00-08:00,56.4,55.0,2013-11-24,19:00:00,6,11
2013-11-24 19:15:00-08:00,53.7,,2013-11-24,19:15:00,6,11
2013-11-24 19:30:00-08:00,56.7,,2013-11-24,19:30:00,6,11
2013-11-24 19:45:00-08:00,55.5,,2013-11-24,19:45:00,6,11
2013-11-24 20:00:00-08:00,53.4,54.0,2013-11-24,20:00:00,6,11
2013-11-24 20:15:00-08:00,57.3,,2013-11-24,20:15:00,6,11
2013-11-24 20:30:00-08:00,54.0,,2013-11-24,20:30:00,6,11
2013-11-24 20:45:00-08:00,55.8,,2013-11-24,20:45:00,6,11
2013-11-24 21:00:00-08:00,54.3,53.1,2013-11-24,21:00:00,6,11
2013-11-24 21:15:00-08:00,54.0,,2013-11-24,21:15:00,6,11
2013-11-24 21:30:00-08:00,56.7,,2013-11-24,21:30:00,6,11
2013-11-24 21:45:00-08:00,53.7,,2013-11-24,21:45:00,6,11
2013-11-24 22:00:00-08:00,54.9,51.1,2013-11-24,22:00:00,6,11
2013-11-24 22:15:00-08:00,56.7,,2013-11-24,22:15:00,6,11
2013-11-24 22:30:00-08:00,53.1,,2013-11-24,22:30:00,6,11
2013-11-24 22:45:00-08:00,56.7,,2013-11-24,22:45:00,6,11
2013-11-24 23:00:00-08:00,56.1,52.0,2013-11-24,23:00:00,6,11
2013-11-24 23:15:00-08:00,53.4,,2013-11-24,23:15:00,6,11
2013-11-24 23:30:00-08:00,57.0,,2013-11-24,23:30:00,6,11
2013-11-24 23:45:00-08:00,55.8,,2013-11-24,23:45:00,6,11
2013-11-25 00:00:00-08:00,53.1,50.0,2013-11-25,00:00:00,0,11
2013-11-25 00:15:00-08:00,54.6,,2013-11-25,00:15:00,0,11
2013-11-25 00:30:00-08:00,56.1,,2013-11-25,00:30:00,0,11
2013-11-25 00:45:00-08:00,53.1,,2013-11-25,00:45:00,0,11
2013-11-25 01:00:00-08:00,53.7,46.9,2013-11-25,01:00:00,0,11
2013-11-25 01:15:00-08:00,55.8,,2013-11-25,01:15:00,0,11
2013-11-25 01:30:00-08:00,54.0,,2013-11-25,01:30:00,0,11
2013-11-25 01:45:00-08:00,53.1,,2013-11-25,01:45:00,0,11
2013-11-25 02:00:00-08:00,56.1,46.9,2013-11-25,02:00:00,0,11
2013-11-25 02:15:00-08:00,53.4,,2013-11-25,02:15:00,0,11
2013-11-25 02:30:00-08:00,54.0,,2013-11-25,02:30:00,0,11
2013-11-25 02:45:00-08:00,54.9,,2013-11-25,02:45:00,0,11
2013-11-25 03:00:00-08:00,53.7,46.9,2013-11-25,03:00:00,0,11
2013-11-25 03:15:00-08:00,55.2,,2013-11-25,03:15:00,0,11
2013-11-25 03:30:00-08:00,53.1,,2013-11-25,03:30:00,0,11
2013-11-25 03:45:00-08:00,54.3,,2013-11-25,03:45:00,0,11
2013-11-25 04:00:00-08:00,56.1,48.0,2013-11-25,04:00:00,0,11
2013-11-25 04:15:00-08:00,52.2,,2013-11-25,04:15:00,0,11
2013-11-25 04:30:00-08:00,54.6,,2013-11-25,04:30:00,0,11
2013-11-25 04:45:00-08:00,56.1,,2013-11-25,04:45:00,0,11
2013-11-25 05:00:00-08:00,51.6,44.1,2013-11-25,05:00:00,0,11
2013-11-25 05:15:00-08:00,54.6,,2013-11-25,05:15:00,0,11
2013-11-25 05:30:00-08:00,56.1,,2013-11-25,05:30:00,0,11
2013-11-25 05:45:00-08:00,55.8,,2013-11-25,05:45:00,0,11
2013-11-25 06:00:00-08:00,54.6,45.0,2013-11-25,06:00:00,0,11
2013-11-25 06:15:00-08:00,56.7,,2013-11-25,06:15:00,0,11
2013-11-25 06:30:00-08:00,58.8,,2013-11-25,06:30:00,0,11
2013-11-25 06:45:00-08:00,80.7,,2013-11-25,06:45:00,0,11
2013-11-25 07:00:00-08:00,82.5,46.9,2013-11-25,07:00:00,0,11
2013-11-25 07:15:00-08:00,88.8,,2013-11-25,07:15:00,0,11
2013-11-25 07:30:00-08:00,89.7,,2013-11-25,07:30:00,0,11
2013-11-25 07:45:00-08:00,87.6,,2013-11-25,07:45:00,0,11
2013-11-25 08:00:00-08:00,88.2,48.9,2013-11-25,08:00:00,0,11
2013-11-25 08:15:00-08:00,91.2,,2013-11-25,08:15:00,0,11
2013-11-25 08:30:00-08:00,90.3,,2013-11-25,08:30:00,0,11
2013-11-25 08:45:00-08:00,93.3,,2013-11-25,08:45:00,0,11
2013-11-25 09:00:00-08:00,93.3,52.0,2013-11-25,09:00:00,0,11
2013-11-25 09:15:00-08:00,98.1,,2013-11-25,09:15:00,0,11
2013-11-25 09:30:00-08:00,99.3,,2013-11-25,09:30:00,0,11
2013-11-25 09:45:00-08:00,98.1,,2013-11-25,09:45:00,0,11
2013-11-25 10:00:00-08:00,99.9,53.1,2013-11-25,10:00:00,0,11
2013-11-25 10:15:00-08:00,98.7,,2013-11-25,10:15:00,0,11
2013-11-25 10:30:00-08:00,100.5,,2013-11-25,10:30:00,0,11
2013-11-25 10:45:00-08:00,103.8,,2013-11-25,10:45:00,0,11
2013-11-25 11:00:00-08:00,104.4,55.0,2013-11-25,11:00:00,0,11
2013-11-25 11:15:00-08:00,103.5,,2013-11-25,11:15:00,0,11
2013-11-25 11:30:00-08:00,105.9,,2013-11-25,11:30:00,0,11
2013-11-25 11:45:00-08:00,107.4,,2013-11-25,11:45:00,0,11
2013-11-25 12:00:00-08:00,108.0,57.0,2013-11-25,12:00:00,0,11
2013-11-25 12:15:00-08:00,107.7,,2013-11-25,12:15:00,0,11
2013-11-25 12:30:00-08:00,114.9,,2013-11-25,12:30:00,0,11
2013-11-25 12:45:00-08:00,113.7,,2013-11-25,12:45:00,0,11
2013-11-25 13:00:00-08:00,116.4,59.0,2013-11-25,13:00:00,0,11
2013-11-25 13:15:00-08:00,117.6,,2013-11-25,13:15:00,0,11
2013-11-25 13:30:00-08:00,114.9,,2013-11-25,13:30:00,0,11
2013-11-25 13:45:00-08:00,114.3,,2013-11-25,13:45:00,0,11
2013-11-25 14:00:00-08:00,116.4,60.1,2013-11-25,14:00:00,0,11
2013-11-25 14:15:00-08:00,115.5,,2013-11-25,14:15:00,0,11
2013-11-25 14:30:00-08:00,115.5,,2013-11-25,14:30:00,0,11
2013-11-25 14:45:00-08:00,117.0,,2013-11-25,14:45:00,0,11
2013-11-25 15:00:00-08:00,113.7,61.0,2013-11-25,15:00:00,0,11
2013-11-25 15:15:00-08:00,115.5,,2013-11-25,15:15:00,0,11
2013-11-25 15:30:00-08:00,110.4,,2013-11-25,15:30:00,0,11
2013-11-25 15:45:00-08:00,108.6,,2013-11-25,15:45:00,0,11
2013-11-25 16:00:00-08:00,106.8,59.0,2013-11-25,16:00:00,0,11
2013-11-25 16:15:00-08:00,106.2,,2013-11-25,16:15:00,0,11
2013-11-25 16:30:00-08:00,102.0,,2013-11-25,16:30:00,0,11
2013-11-25 16:45:00-08:00,101.1,,2013-11-25,16:45:00,0,11
2013-11-25 17:00:00-08:00,99.9,59.0,2013-11-25,17:00:00,0,11
2013-11-25 17:15:00-08:00,101.4,,2013-11-25,17:15:00,0,11
2013-11-25 17:30:00-08:00,101.1,,2013-11-25,17:30:00,0,11
2013-11-25 17:45:00-08:00,99.3,,2013-11-25,17:45:00,0,11
2013-11-25 18:00:00-08:00,96.9,59.0,2013-11-25,18:00:00,0,11
2013-11-25 18:15:00-08:00,72.0,,2013-11-25,18:15:00,0,11
2013-11-25 18:30:00-08:00,72.3,,2013-11-25,18:30:00,0,11
2013-11-25 18:45:00-08:00,69.3,,2013-11-25,18:45:00,0,11
2013-11-25 19:00:00-08:00,71.4,55.9,2013-11-25,19:00:00,0,11
2013-11-25 19:15:00-08:00,64.8,,2013-11-25,19:15:00,0,11
2013-11-25 19:30:00-08:00,63.3,,2013-11-25,19:30:00,0,11
2013-11-25 19:45:00-08:00,61.8,,2013-11-25,19:45:00,0,11
2013-11-25 20:00:00-08:00,62.4,55.9,2013-11-25,20:00:00,0,11
2013-11-25 20:15:00-08:00,60.6,,2013-11-25,20:15:00,0,11
2013-11-25 20:30:00-08:00,63.3,,2013-11-25,20:30:00,0,11
2013-11-25 20:45:00-08:00,60.9,,2013-11-25,20:45:00,0,11
2013-11-25 21:00:00-08:00,63.0,54.0,2013-11-25,21:00:00,0,11
2013-11-25 21:15:00-08:00,62.1,,2013-11-25,21:15:00,0,11
2013-11-25 21:30:00-08:00,60.0,,2013-11-25,21:30:00,0,11
2013-11-25 21:45:00-08:00,62.4,,2013-11-25,21:45:00,0,11
2013-11-25 22:00:00-08:00,57.6,55.9,2013-11-25,22:00:00,0,11
2013-11-25 22:15:00-08:00,60.3,,2013-11-25,22:15:00,0,11
2013-11-25 22:30:00-08:00,60.0,,2013-11-25,22:30:00,0,11
2013-11-25 22:45:00-08:00,58.2,,2013-11-25,22:45:00,0,11
2013-11-25 23:00:00-08:00,57.6,53.1,2013-11-25,23:00:00,0,11
2013-11-25 23:15:00-08:00,59.7,,2013-11-25,23:15:00,0,11
2013-11-25 23:30:00-08:00,57.0,,2013-11-25,23:30:00,0,11
2013-11-25 23:45:00-08:00,57.6,,2013-11-25,23:45:00,0,11
2013-11-26 00:00:00-08:00,58.2,55.0,2013-11-26,00:00:00,1,11
2013-11-26 00:15:00-08:00,55.5,,2013-11-26,00:15:00,1,11
2013-11-26 00:30:00-08:00,57.6,,2013-11-26,00:30:00,1,11
2013-11-26 00:45:00-08:00,58.2,,2013-11-26,00:45:00,1,11
2013-11-26 01:00:00-08:00,56.4,52.0,2013-11-26,01:00:00,1,11
2013-11-26 01:15:00-08:00,57.6,,2013-11-26,01:15:00,1,11
2013-11-26 01:30:00-08:00,58.5,,2013-11-26,01:30:00,1,11
2013-11-26 01:45:00-08:00,55.2,,2013-11-26,01:45:00,1,11
2013-11-26 02:00:00-08:00,54.3,50.0,2013-11-26,02:00:00,1,11
2013-11-26 02:15:00-08:00,56.4,,2013-11-26,02:15:00,1,11
2013-11-26 02:30:00-08:00,54.0,,2013-11-26,02:30:00,1,11
2013-11-26 02:45:00-08:00,51.6,,2013-11-26,02:45:00,1,11
2013-11-26 03:00:00-08:00,53.1,48.0,2013-11-26,03:00:00,1,11
2013-11-26 03:15:00-08:00,55.5,,2013-11-26,03:15:00,1,11
2013-11-26 03:30:00-08:00,51.6,,2013-11-26,03:30:00,1,11
2013-11-26 03:45:00-08:00,51.9,,2013-11-26,03:45:00,1,11
2013-11-26 04:00:00-08:00,54.9,48.0,2013-11-26,04:00:00,1,11
2013-11-26 04:15:00-08:00,54.6,,2013-11-26,04:15:00,1,11
2013-11-26 04:30:00-08:00,51.6,,2013-11-26,04:30:00,1,11
2013-11-26 04:45:00-08:00,54.0,,2013-11-26,04:45:00,1,11
2013-11-26 05:00:00-08:00,54.9,48.0,2013-11-26,05:00:00,1,11
2013-11-26 05:15:00-08:00,52.2,,2013-11-26,05:15:00,1,11
2013-11-26 05:30:00-08:00,54.0,,2013-11-26,05:30:00,1,11
2013-11-26 05:45:00-08:00,57.3,,2013-11-26,05:45:00,1,11
2013-11-26 06:00:00-08:00,55.5,46.9,2013-11-26,06:00:00,1,11
2013-11-26 06:15:00-08:00,57.6,,2013-11-26,06:15:00,1,11
2013-11-26 06:30:00-08:00,60.9,,2013-11-26,06:30:00,1,11
2013-11-26 06:45:00-08:00,81.9,,2013-11-26,06:45:00,1,11
2013-11-26 07:00:00-08:00,83.1,51.1,2013-11-26,07:00:00,1,11
2013-11-26 07:15:00-08:00,89.4,,2013-11-26,07:15:00,1,11
2013-11-26 07:30:00-08:00,89.1,,2013-11-26,07:30:00,1,11
2013-11-26 07:45:00-08:00,89.7,,2013-11-26,07:45:00,1,11
2013-11-26 08:00:00-08:00,90.3,51.1,2013-11-26,08:00:00,1,11
2013-11-26 08:15:00-08:00,91.8,,2013-11-26,08:15:00,1,11
